dataset,modo,threads,schedule,chunk,block,rep,iters,sse_final,time_ms,median_ms,h2d_ms,kernel_ms,d2h_ms,total_ms
p,omp,4,static,1024,NA,1,3,3307.377030,0.863,NA,NA,NA,NA,NA
p,omp,4,static,1024,NA,2,3,3307.377030,0.778,NA,NA,NA,NA,NA
p,omp,4,static,1024,NA,3,3,3307.377030,0.613,NA,NA,NA,NA,NA
p,omp,4,static,1024,NA,4,3,3307.377030,0.765,NA,NA,NA,NA,NA
p,omp,4,static,1024,NA,5,3,3307.377030,1.014,NA,NA,NA,NA,NA
p,omp,4,static,1024,NA,0,NA,NA,NA,0.778,NA,NA,NA,NA
p,omp,8,static,1024,NA,1,3,3307.377030,0.798,NA,NA,NA,NA,NA
p,omp,8,static,1024,NA,2,3,3307.377030,0.928,NA,NA,NA,NA,NA
p,omp,8,static,1024,NA,3,3,3307.377030,1.155,NA,NA,NA,NA,NA
p,omp,8,static,1024,NA,4,3,3307.377030,0.804,NA,NA,NA,NA,NA
p,omp,8,static,1024,NA,5,3,3307.377030,0.818,NA,NA,NA,NA,NA
p,omp,8,static,1024,NA,0,NA,NA,NA,0.818,NA,NA,NA,NA
p,omp,16,static,1024,NA,1,3,3307.377030,1.822,NA,NA,NA,NA,NA
p,omp,16,static,1024,NA,2,3,3307.377030,40.709,NA,NA,NA,NA,NA
p,omp,16,static,1024,NA,3,3,3307.377030,45.938,NA,NA,NA,NA,NA
p,omp,16,static,1024,NA,4,3,3307.377030,40.044,NA,NA,NA,NA,NA
p,omp,16,static,1024,NA,5,3,3307.377030,44.999,NA,NA,NA,NA,NA
p,omp,16,static,1024,NA,0,NA,NA,NA,40.709,NA,NA,NA,NA
p,omp,1,dynamic,1,NA,1,3,3307.377030,0.731,NA,NA,NA,NA,NA
p,omp,1,dynamic,1,NA,2,3,3307.377030,0.741,NA,NA,NA,NA,NA
p,omp,1,dynamic,1,NA,3,3,3307.377030,0.848,NA,NA,NA,NA,NA
p,omp,1,dynamic,1,NA,4,3,3307.377030,0.688,NA,NA,NA,NA,NA
p,omp,1,dynamic,1,NA,5,3,3307.377030,0.678,NA,NA,NA,NA,NA
p,omp,1,dynamic,1,NA,0,NA,NA,NA,0.731,NA,NA,NA,NA
p,omp,2,dynamic,1,NA,1,3,3307.377030,2.335,NA,NA,NA,NA,NA
p,omp,2,dynamic,1,NA,2,3,3307.377030,3.320,NA,NA,NA,NA,NA
p,omp,2,dynamic,1,NA,3,3,3307.377030,2.611,NA,NA,NA,NA,NA
p,omp,2,dynamic,1,NA,4,3,3307.377030,2.391,NA,NA,NA,NA,NA
p,omp,2,dynamic,1,NA,5,3,3307.377030,2.103,NA,NA,NA,NA,NA
p,omp,2,dynamic,1,NA,0,NA,NA,NA,2.391,NA,NA,NA,NA
p,omp,4,dynamic,1,NA,1,3,3307.377030,2.770,NA,NA,NA,NA,NA
p,omp,4,dynamic,1,NA,2,3,3307.377030,2.447,NA,NA,NA,NA,NA
p,omp,4,dynamic,1,NA,3,3,3307.377030,2.643,NA,NA,NA,NA,NA
p,omp,4,dynamic,1,NA,4,3,3307.377030,2.480,NA,NA,NA,NA,NA
p,omp,4,dynamic,1,NA,5,3,3307.377030,2.771,NA,NA,NA,NA,NA
p,omp,4,dynamic,1,NA,0,NA,NA,NA,2.643,NA,NA,NA,NA
p,omp,8,dynamic,1,NA,1,3,3307.377030,2.018,NA,NA,NA,NA,NA
p,omp,8,dynamic,1,NA,2,3,3307.377030,2.251,NA,NA,NA,NA,NA
p,omp,8,dynamic,1,NA,3,3,3307.377030,3.118,NA,NA,NA,NA,NA
p,omp,8,dynamic,1,NA,4,3,3307.377030,2.391,NA,NA,NA,NA,NA
p,omp,8,dynamic,1,NA,5,3,3307.377030,2.386,NA,NA,NA,NA,NA
p,omp,8,dynamic,1,NA,0,NA,NA,NA,2.386,NA,NA,NA,NA
p,omp,16,dynamic,1,NA,1,3,3307.377030,3.230,NA,NA,NA,NA,NA
p,omp,16,dynamic,1,NA,2,3,3307.377030,40.721,NA,NA,NA,NA,NA
p,omp,16,dynamic,1,NA,3,3,3307.377030,49.084,NA,NA,NA,NA,NA
p,omp,16,dynamic,1,NA,4,3,3307.377030,46.041,NA,NA,NA,NA,NA
p,omp,16,dynamic,1,NA,5,3,3307.377030,49.520,NA,NA,NA,NA,NA
p,omp,16,dynamic,1,NA,0,NA,NA,NA,46.041,NA,NA,NA,NA
p,omp,1,dynamic,64,NA,1,3,3307.377030,0.152,NA,NA,NA,NA,NA
p,omp,1,dynamic,64,NA,2,3,3307.377030,0.147,NA,NA,NA,NA,NA
p,omp,1,dynamic,64,NA,3,3,3307.377030,0.134,NA,NA,NA,NA,NA
p,omp,1,dynamic,64,NA,4,3,3307.377030,0.156,NA,NA,NA,NA,NA
p,omp,1,dynamic,64,NA,5,3,3307.377030,0.141,NA,NA,NA,NA,NA
p,omp,1,dynamic,64,NA,0,NA,NA,NA,0.147,NA,NA,NA,NA
p,omp,2,dynamic,64,NA,1,3,3307.377030,0.875,NA,NA,NA,NA,NA
p,omp,2,dynamic,64,NA,2,3,3307.377030,0.883,NA,NA,NA,NA,NA
p,omp,2,dynamic,64,NA,3,3,3307.377030,0.916,NA,NA,NA,NA,NA
p,omp,2,dynamic,64,NA,4,3,3307.377030,1.058,NA,NA,NA,NA,NA
p,omp,2,dynamic,64,NA,5,3,3307.377030,1.013,NA,NA,NA,NA,NA
p,omp,2,dynamic,64,NA,0,NA,NA,NA,0.916,NA,NA,NA,NA
p,omp,4,dynamic,64,NA,1,3,3307.377030,0.816,NA,NA,NA,NA,NA
p,omp,4,dynamic,64,NA,2,3,3307.377030,0.599,NA,NA,NA,NA,NA
p,omp,4,dynamic,64,NA,3,3,3307.377030,0.659,NA,NA,NA,NA,NA
p,omp,4,dynamic,64,NA,4,3,3307.377030,0.648,NA,NA,NA,NA,NA
p,omp,4,dynamic,64,NA,5,3,3307.377030,0.663,NA,NA,NA,NA,NA
p,omp,4,dynamic,64,NA,0,NA,NA,NA,0.659,NA,NA,NA,NA
p,omp,8,dynamic,64,NA,1,3,3307.377030,0.927,NA,NA,NA,NA,NA
p,omp,8,dynamic,64,NA,2,3,3307.377030,0.693,NA,NA,NA,NA,NA
p,omp,8,dynamic,64,NA,3,3,3307.377030,0.674,NA,NA,NA,NA,NA
p,omp,8,dynamic,64,NA,4,3,3307.377030,0.695,NA,NA,NA,NA,NA
p,omp,8,dynamic,64,NA,5,3,3307.377030,0.749,NA,NA,NA,NA,NA
p,omp,8,dynamic,64,NA,0,NA,NA,NA,0.695,NA,NA,NA,NA
p,omp,16,dynamic,64,NA,1,3,3307.377030,46.563,NA,NA,NA,NA,NA
p,omp,16,dynamic,64,NA,2,3,3307.377030,46.061,NA,NA,NA,NA,NA
p,omp,16,dynamic,64,NA,3,3,3307.377030,39.206,NA,NA,NA,NA,NA
p,omp,16,dynamic,64,NA,4,3,3307.377030,48.264,NA,NA,NA,NA,NA
p,omp,16,dynamic,64,NA,5,3,3307.377030,40.033,NA,NA,NA,NA,NA
p,omp,16,dynamic,64,NA,0,NA,NA,NA,46.061,NA,NA,NA,NA
p,omp,1,dynamic,256,NA,1,3,3307.377030,0.123,NA,NA,NA,NA,NA
p,omp,1,dynamic,256,NA,2,3,3307.377030,0.155,NA,NA,NA,NA,NA
p,omp,1,dynamic,256,NA,3,3,3307.377030,0.124,NA,NA,NA,NA,NA
p,omp,1,dynamic,256,NA,4,3,3307.377030,0.277,NA,NA,NA,NA,NA
p,omp,1,dynamic,256,NA,5,3,3307.377030,0.143,NA,NA,NA,NA,NA
p,omp,1,dynamic,256,NA,0,NA,NA,NA,0.143,NA,NA,NA,NA
p,omp,2,dynamic,256,NA,1,3,3307.377030,0.946,NA,NA,NA,NA,NA
p,omp,2,dynamic,256,NA,2,3,3307.377030,0.929,NA,NA,NA,NA,NA
p,omp,2,dynamic,256,NA,3,3,3307.377030,1.171,NA,NA,NA,NA,NA
p,omp,2,dynamic,256,NA,4,3,3307.377030,0.736,NA,NA,NA,NA,NA
p,omp,2,dynamic,256,NA,5,3,3307.377030,1.190,NA,NA,NA,NA,NA
p,omp,2,dynamic,256,NA,0,NA,NA,NA,0.946,NA,NA,NA,NA
p,omp,4,dynamic,256,NA,1,3,3307.377030,0.504,NA,NA,NA,NA,NA
p,omp,4,dynamic,256,NA,2,3,3307.377030,0.510,NA,NA,NA,NA,NA
p,omp,4,dynamic,256,NA,3,3,3307.377030,0.675,NA,NA,NA,NA,NA
p,omp,4,dynamic,256,NA,4,3,3307.377030,0.664,NA,NA,NA,NA,NA
p,omp,4,dynamic,256,NA,5,3,3307.377030,0.623,NA,NA,NA,NA,NA
p,omp,4,dynamic,256,NA,0,NA,NA,NA,0.623,NA,NA,NA,NA
p,omp,8,dynamic,256,NA,1,3,3307.377030,0.725,NA,NA,NA,NA,NA
p,omp,8,dynamic,256,NA,2,3,3307.377030,0.705,NA,NA,NA,NA,NA
p,omp,8,dynamic,256,NA,3,3,3307.377030,0.832,NA,NA,NA,NA,NA
p,omp,8,dynamic,256,NA,4,3,3307.377030,0.701,NA,NA,NA,NA,NA
p,omp,8,dynamic,256,NA,5,3,3307.377030,0.762,NA,NA,NA,NA,NA
p,omp,8,dynamic,256,NA,0,NA,NA,NA,0.725,NA,NA,NA,NA
p,omp,16,dynamic,256,NA,1,3,3307.377030,71.314,NA,NA,NA,NA,NA
p,omp,16,dynamic,256,NA,2,3,3307.377030,54.947,NA,NA,NA,NA,NA
p,omp,16,dynamic,256,NA,3,3,3307.377030,39.057,NA,NA,NA,NA,NA
p,omp,16,dynamic,256,NA,4,3,3307.377030,54.480,NA,NA,NA,NA,NA
p,omp,16,dynamic,256,NA,5,3,3307.377030,2.028,NA,NA,NA,NA,NA
p,omp,16,dynamic,256,NA,0,NA,NA,NA,54.480,NA,NA,NA,NA
p,omp,1,dynamic,1024,NA,1,3,3307.377030,0.152,NA,NA,NA,NA,NA
p,omp,1,dynamic,1024,NA,2,3,3307.377030,0.143,NA,NA,NA,NA,NA
p,omp,1,dynamic,1024,NA,3,3,3307.377030,0.144,NA,NA,NA,NA,NA
p,omp,1,dynamic,1024,NA,4,3,3307.377030,0.137,NA,NA,NA,NA,NA
p,omp,1,dynamic,1024,NA,5,3,3307.377030,0.137,NA,NA,NA,NA,NA
p,omp,1,dynamic,1024,NA,0,NA,NA,NA,0.143,NA,NA,NA,NA
p,omp,2,dynamic,1024,NA,1,3,3307.377030,0.908,NA,NA,NA,NA,NA
p,omp,2,dynamic,1024,NA,2,3,3307.377030,0.941,NA,NA,NA,NA,NA
p,omp,2,dynamic,1024,NA,3,3,3307.377030,0.545,NA,NA,NA,NA,NA
p,omp,2,dynamic,1024,NA,4,3,3307.377030,0.994,NA,NA,NA,NA,NA
p,omp,2,dynamic,1024,NA,5,3,3307.377030,0.976,NA,NA,NA,NA,NA
p,omp,2,dynamic,1024,NA,0,NA,NA,NA,0.941,NA,NA,NA,NA
p,omp,4,dynamic,1024,NA,1,3,3307.377030,1.175,NA,NA,NA,NA,NA
p,omp,4,dynamic,1024,NA,2,3,3307.377030,0.485,NA,NA,NA,NA,NA
p,omp,4,dynamic,1024,NA,3,3,3307.377030,0.536,NA,NA,NA,NA,NA
p,omp,4,dynamic,1024,NA,4,3,3307.377030,0.555,NA,NA,NA,NA,NA
p,omp,4,dynamic,1024,NA,5,3,3307.377030,0.539,NA,NA,NA,NA,NA
p,omp,4,dynamic,1024,NA,0,NA,NA,NA,0.539,NA,NA,NA,NA
p,omp,8,dynamic,1024,NA,1,3,3307.377030,1.123,NA,NA,NA,NA,NA
p,omp,8,dynamic,1024,NA,2,3,3307.377030,0.791,NA,NA,NA,NA,NA
p,omp,8,dynamic,1024,NA,3,3,3307.377030,0.721,NA,NA,NA,NA,NA
p,omp,8,dynamic,1024,NA,4,3,3307.377030,0.908,NA,NA,NA,NA,NA
p,omp,8,dynamic,1024,NA,5,3,3307.377030,0.714,NA,NA,NA,NA,NA
p,omp,8,dynamic,1024,NA,0,NA,NA,NA,0.791,NA,NA,NA,NA
p,omp,16,dynamic,1024,NA,1,3,3307.377030,54.905,NA,NA,NA,NA,NA
p,omp,16,dynamic,1024,NA,2,3,3307.377030,1.093,NA,NA,NA,NA,NA
p,omp,16,dynamic,1024,NA,3,3,3307.377030,39.178,NA,NA,NA,NA,NA
p,omp,16,dynamic,1024,NA,4,3,3307.377030,44.879,NA,NA,NA,NA,NA
p,omp,16,dynamic,1024,NA,5,3,3307.377030,47.654,NA,NA,NA,NA,NA
p,omp,16,dynamic,1024,NA,0,NA,NA,NA,44.879,NA,NA,NA,NA
m,omp,1,static,1,NA,1,3,33447.299806,2.419,NA,NA,NA,NA,NA
m,omp,1,static,1,NA,2,3,33447.299806,1.896,NA,NA,NA,NA,NA
m,omp,1,static,1,NA,3,3,33447.299806,2.127,NA,NA,NA,NA,NA
m,omp,1,static,1,NA,4,3,33447.299806,2.214,NA,NA,NA,NA,NA
m,omp,1,static,1,NA,5,3,33447.299806,1.799,NA,NA,NA,NA,NA
m,omp,1,static,1,NA,0,NA,NA,NA,2.127,NA,NA,NA,NA
m,omp,2,static,1,NA,1,3,33447.299806,4.840,NA,NA,NA,NA,NA
m,omp,2,static,1,NA,2,3,33447.299806,4.514,NA,NA,NA,NA,NA
m,omp,2,static,1,NA,3,3,33447.299806,4.845,NA,NA,NA,NA,NA
m,omp,2,static,1,NA,4,3,33447.299806,4.534,NA,NA,NA,NA,NA
m,omp,2,static,1,NA,5,3,33447.299806,4.337,NA,NA,NA,NA,NA
m,omp,2,static,1,NA,0,NA,NA,NA,4.534,NA,NA,NA,NA
m,omp,4,static,1,NA,1,3,33447.299806,4.887,NA,NA,NA,NA,NA
m,omp,4,static,1,NA,2,3,33447.299806,4.990,NA,NA,NA,NA,NA
m,omp,4,static,1,NA,3,3,33447.299806,5.362,NA,NA,NA,NA,NA
m,omp,4,static,1,NA,4,3,33447.299806,5.207,NA,NA,NA,NA,NA
m,omp,4,static,1,NA,5,3,33447.299806,5.998,NA,NA,NA,NA,NA
m,omp,4,static,1,NA,0,NA,NA,NA,5.207,NA,NA,NA,NA
m,omp,8,static,1,NA,1,3,33447.299806,3.379,NA,NA,NA,NA,NA
m,omp,8,static,1,NA,2,3,33447.299806,2.606,NA,NA,NA,NA,NA
m,omp,8,static,1,NA,3,3,33447.299806,2.701,NA,NA,NA,NA,NA
m,omp,8,static,1,NA,4,3,33447.299806,3.151,NA,NA,NA,NA,NA
m,omp,8,static,1,NA,5,3,33447.299806,2.636,NA,NA,NA,NA,NA
m,omp,8,static,1,NA,0,NA,NA,NA,2.701,NA,NA,NA,NA
m,omp,16,static,1,NA,1,3,33447.299806,45.664,NA,NA,NA,NA,NA
m,omp,16,static,1,NA,2,3,33447.299806,2.698,NA,NA,NA,NA,NA
m,omp,16,static,1,NA,3,3,33447.299806,43.884,NA,NA,NA,NA,NA
m,omp,16,static,1,NA,4,3,33447.299806,40.839,NA,NA,NA,NA,NA
m,omp,16,static,1,NA,5,3,33447.299806,39.317,NA,NA,NA,NA,NA
m,omp,16,static,1,NA,0,NA,NA,NA,40.839,NA,NA,NA,NA
m,omp,1,static,64,NA,1,3,33447.299806,2.105,NA,NA,NA,NA,NA
m,omp,1,static,64,NA,2,3,33447.299806,1.938,NA,NA,NA,NA,NA
m,omp,1,static,64,NA,3,3,33447.299806,1.944,NA,NA,NA,NA,NA
m,omp,1,static,64,NA,4,3,33447.299806,2.435,NA,NA,NA,NA,NA
m,omp,1,static,64,NA,5,3,33447.299806,1.908,NA,NA,NA,NA,NA
m,omp,1,static,64,NA,0,NA,NA,NA,1.944,NA,NA,NA,NA
m,omp,2,static,64,NA,1,3,33447.299806,2.659,NA,NA,NA,NA,NA
m,omp,2,static,64,NA,2,3,33447.299806,2.282,NA,NA,NA,NA,NA
m,omp,2,static,64,NA,3,3,33447.299806,2.221,NA,NA,NA,NA,NA
m,omp,2,static,64,NA,4,3,33447.299806,2.235,NA,NA,NA,NA,NA
m,omp,2,static,64,NA,5,3,33447.299806,3.044,NA,NA,NA,NA,NA
m,omp,2,static,64,NA,0,NA,NA,NA,2.282,NA,NA,NA,NA
m,omp,4,static,64,NA,1,3,33447.299806,2.468,NA,NA,NA,NA,NA
m,omp,4,static,64,NA,2,3,33447.299806,3.178,NA,NA,NA,NA,NA
m,omp,4,static,64,NA,3,3,33447.299806,2.583,NA,NA,NA,NA,NA
m,omp,4,static,64,NA,4,3,33447.299806,2.147,NA,NA,NA,NA,NA
m,omp,4,static,64,NA,5,3,33447.299806,2.670,NA,NA,NA,NA,NA
m,omp,4,static,64,NA,0,NA,NA,NA,2.583,NA,NA,NA,NA
m,omp,8,static,64,NA,1,3,33447.299806,2.754,NA,NA,NA,NA,NA
m,omp,8,static,64,NA,2,3,33447.299806,2.509,NA,NA,NA,NA,NA
m,omp,8,static,64,NA,3,3,33447.299806,2.099,NA,NA,NA,NA,NA
m,omp,8,static,64,NA,4,3,33447.299806,2.834,NA,NA,NA,NA,NA
m,omp,8,static,64,NA,5,3,33447.299806,1.956,NA,NA,NA,NA,NA
m,omp,8,static,64,NA,0,NA,NA,NA,2.509,NA,NA,NA,NA
m,omp,16,static,64,NA,1,3,33447.299806,48.987,NA,NA,NA,NA,NA
m,omp,16,static,64,NA,2,3,33447.299806,48.789,NA,NA,NA,NA,NA
m,omp,16,static,64,NA,3,3,33447.299806,40.121,NA,NA,NA,NA,NA
m,omp,16,static,64,NA,4,3,33447.299806,46.316,NA,NA,NA,NA,NA
m,omp,16,static,64,NA,5,3,33447.299806,40.357,NA,NA,NA,NA,NA
m,omp,16,static,64,NA,0,NA,NA,NA,46.316,NA,NA,NA,NA
m,omp,1,static,256,NA,1,3,33447.299806,1.822,NA,NA,NA,NA,NA
m,omp,1,static,256,NA,2,3,33447.299806,1.920,NA,NA,NA,NA,NA
m,omp,1,static,256,NA,3,3,33447.299806,1.985,NA,NA,NA,NA,NA
m,omp,1,static,256,NA,4,3,33447.299806,2.223,NA,NA,NA,NA,NA
m,omp,1,static,256,NA,5,3,33447.299806,1.789,NA,NA,NA,NA,NA
m,omp,1,static,256,NA,0,NA,NA,NA,1.920,NA,NA,NA,NA
m,omp,2,static,256,NA,1,3,33447.299806,2.610,NA,NA,NA,NA,NA
m,omp,2,static,256,NA,2,3,33447.299806,2.686,NA,NA,NA,NA,NA
m,omp,2,static,256,NA,3,3,33447.299806,2.648,NA,NA,NA,NA,NA
m,omp,2,static,256,NA,4,3,33447.299806,2.635,NA,NA,NA,NA,NA
m,omp,2,static,256,NA,5,3,33447.299806,1.880,NA,NA,NA,NA,NA
m,omp,2,static,256,NA,0,NA,NA,NA,2.635,NA,NA,NA,NA
m,omp,4,static,256,NA,1,3,33447.299806,2.118,NA,NA,NA,NA,NA
m,omp,4,static,256,NA,2,3,33447.299806,2.450,NA,NA,NA,NA,NA
m,omp,4,static,256,NA,3,3,33447.299806,3.167,NA,NA,NA,NA,NA
m,omp,4,static,256,NA,4,3,33447.299806,3.728,NA,NA,NA,NA,NA
m,omp,4,static,256,NA,5,3,33447.299806,2.101,NA,NA,NA,NA,NA
m,omp,4,static,256,NA,0,NA,NA,NA,2.450,NA,NA,NA,NA
m,omp,8,static,256,NA,1,3,33447.299806,2.514,NA,NA,NA,NA,NA
m,omp,8,static,256,NA,2,3,33447.299806,2.317,NA,NA,NA,NA,NA
m,omp,8,static,256,NA,3,3,33447.299806,2.250,NA,NA,NA,NA,NA
m,omp,8,static,256,NA,4,3,33447.299806,1.917,NA,NA,NA,NA,NA
m,omp,8,static,256,NA,5,3,33447.299806,2.186,NA,NA,NA,NA,NA
m,omp,8,static,256,NA,0,NA,NA,NA,2.250,NA,NA,NA,NA
m,omp,16,static,256,NA,1,3,33447.299806,40.376,NA,NA,NA,NA,NA
m,omp,16,static,256,NA,2,3,33447.299806,46.928,NA,NA,NA,NA,NA
m,omp,16,static,256,NA,3,3,33447.299806,57.510,NA,NA,NA,NA,NA
m,omp,16,static,256,NA,4,3,33447.299806,56.758,NA,NA,NA,NA,NA
m,omp,16,static,256,NA,5,3,33447.299806,45.394,NA,NA,NA,NA,NA
m,omp,16,static,256,NA,0,NA,NA,NA,46.928,NA,NA,NA,NA
m,omp,1,static,1024,NA,1,3,33447.299806,1.699,NA,NA,NA,NA,NA
m,omp,1,static,1024,NA,2,3,33447.299806,1.813,NA,NA,NA,NA,NA
m,omp,1,static,1024,NA,3,3,33447.299806,1.893,NA,NA,NA,NA,NA
m,omp,1,static,1024,NA,4,3,33447.299806,1.831,NA,NA,NA,NA,NA
m,omp,1,static,1024,NA,5,3,33447.299806,1.812,NA,NA,NA,NA,NA
m,omp,1,static,1024,NA,0,NA,NA,NA,1.813,NA,NA,NA,NA
m,omp,2,static,1024,NA,1,3,33447.299806,2.610,NA,NA,NA,NA,NA
m,omp,2,static,1024,NA,2,3,33447.299806,2.726,NA,NA,NA,NA,NA
m,omp,2,static,1024,NA,3,3,33447.299806,3.180,NA,NA,NA,NA,NA
m,omp,2,static,1024,NA,4,3,33447.299806,2.381,NA,NA,NA,NA,NA
m,omp,2,static,1024,NA,5,3,33447.299806,2.792,NA,NA,NA,NA,NA
m,omp,2,static,1024,NA,0,NA,NA,NA,2.726,NA,NA,NA,NA
m,omp,4,static,1024,NA,1,3,33447.299806,2.233,NA,NA,NA,NA,NA
m,omp,4,static,1024,NA,2,3,33447.299806,3.092,NA,NA,NA,NA,NA
m,omp,4,static,1024,NA,3,3,33447.299806,2.893,NA,NA,NA,NA,NA
m,omp,4,static,1024,NA,4,3,33447.299806,2.594,NA,NA,NA,NA,NA
m,omp,4,static,1024,NA,5,3,33447.299806,2.791,NA,NA,NA,NA,NA
m,omp,4,static,1024,NA,0,NA,NA,NA,2.791,NA,NA,NA,NA
m,omp,8,static,1024,NA,1,3,33447.299806,2.394,NA,NA,NA,NA,NA
m,omp,8,static,1024,NA,2,3,33447.299806,2.422,NA,NA,NA,NA,NA
m,omp,8,static,1024,NA,3,3,33447.299806,2.362,NA,NA,NA,NA,NA
m,omp,8,static,1024,NA,4,3,33447.299806,2.095,NA,NA,NA,NA,NA
m,omp,8,static,1024,NA,5,3,33447.299806,2.212,NA,NA,NA,NA,NA
m,omp,8,static,1024,NA,0,NA,NA,NA,2.362,NA,NA,NA,NA
m,omp,16,static,1024,NA,1,3,33447.299806,46.163,NA,NA,NA,NA,NA
m,omp,16,static,1024,NA,2,3,33447.299806,44.634,NA,NA,NA,NA,NA
m,omp,16,static,1024,NA,3,3,33447.299806,47.415,NA,NA,NA,NA,NA
m,omp,16,static,1024,NA,4,3,33447.299806,37.059,NA,NA,NA,NA,NA
m,omp,16,static,1024,NA,5,3,33447.299806,39.988,NA,NA,NA,NA,NA
m,omp,16,static,1024,NA,0,NA,NA,NA,44.634,NA,NA,NA,NA
m,omp,1,dynamic,1,NA,1,3,33447.299806,7.763,NA,NA,NA,NA,NA
m,omp,1,dynamic,1,NA,2,3,33447.299806,8.231,NA,NA,NA,NA,NA
m,omp,1,dynamic,1,NA,3,3,33447.299806,7.813,NA,NA,NA,NA,NA
m,omp,1,dynamic,1,NA,4,3,33447.299806,7.730,NA,NA,NA,NA,NA
m,omp,1,dynamic,1,NA,5,3,33447.299806,8.179,NA,NA,NA,NA,NA
m,omp,1,dynamic,1,NA,0,NA,NA,NA,7.813,NA,NA,NA,NA
m,omp,2,dynamic,1,NA,1,3,33447.299806,17.982,NA,NA,NA,NA,NA
m,omp,2,dynamic,1,NA,2,3,33447.299806,18.356,NA,NA,NA,NA,NA
m,omp,2,dynamic,1,NA,3,3,33447.299806,18.576,NA,NA,NA,NA,NA
m,omp,2,dynamic,1,NA,4,3,33447.299806,19.310,NA,NA,NA,NA,NA
m,omp,2,dynamic,1,NA,5,3,33447.299806,21.119,NA,NA,NA,NA,NA
m,omp,2,dynamic,1,NA,0,NA,NA,NA,18.576,NA,NA,NA,NA
m,omp,4,dynamic,1,NA,1,3,33447.299806,17.571,NA,NA,NA,NA,NA
m,omp,4,dynamic,1,NA,2,3,33447.299806,17.186,NA,NA,NA,NA,NA
m,omp,4,dynamic,1,NA,3,3,33447.299806,16.511,NA,NA,NA,NA,NA
m,omp,4,dynamic,1,NA,4,3,33447.299806,17.103,NA,NA,NA,NA,NA
m,omp,4,dynamic,1,NA,5,3,33447.299806,17.383,NA,NA,NA,NA,NA
m,omp,4,dynamic,1,NA,0,NA,NA,NA,17.186,NA,NA,NA,NA
m,omp,8,dynamic,1,NA,1,3,33447.299806,16.228,NA,NA,NA,NA,NA
m,omp,8,dynamic,1,NA,2,3,33447.299806,17.565,NA,NA,NA,NA,NA
m,omp,8,dynamic,1,NA,3,3,33447.299806,17.317,NA,NA,NA,NA,NA
m,omp,8,dynamic,1,NA,4,3,33447.299806,16.921,NA,NA,NA,NA,NA
m,omp,8,dynamic,1,NA,5,3,33447.299806,14.038,NA,NA,NA,NA,NA
m,omp,8,dynamic,1,NA,0,NA,NA,NA,16.921,NA,NA,NA,NA
m,omp,16,dynamic,1,NA,1,3,33447.299806,39.089,NA,NA,NA,NA,NA
m,omp,16,dynamic,1,NA,2,3,33447.299806,46.639,NA,NA,NA,NA,NA
m,omp,16,dynamic,1,NA,3,3,33447.299806,40.876,NA,NA,NA,NA,NA
m,omp,16,dynamic,1,NA,4,3,33447.299806,45.890,NA,NA,NA,NA,NA
m,omp,16,dynamic,1,NA,5,3,33447.299806,46.378,NA,NA,NA,NA,NA
m,omp,16,dynamic,1,NA,0,NA,NA,NA,45.890,NA,NA,NA,NA
m,omp,1,dynamic,64,NA,1,3,33447.299806,2.072,NA,NA,NA,NA,NA
m,omp,1,dynamic,64,NA,2,3,33447.299806,2.168,NA,NA,NA,NA,NA
m,omp,1,dynamic,64,NA,3,3,33447.299806,1.919,NA,NA,NA,NA,NA
m,omp,1,dynamic,64,NA,4,3,33447.299806,2.100,NA,NA,NA,NA,NA
m,omp,1,dynamic,64,NA,5,3,33447.299806,2.229,NA,NA,NA,NA,NA
m,omp,1,dynamic,64,NA,0,NA,NA,NA,2.100,NA,NA,NA,NA
m,omp,2,dynamic,64,NA,1,3,33447.299806,2.591,NA,NA,NA,NA,NA
m,omp,2,dynamic,64,NA,2,3,33447.299806,2.527,NA,NA,NA,NA,NA
m,omp,2,dynamic,64,NA,3,3,33447.299806,2.374,NA,NA,NA,NA,NA
m,omp,2,dynamic,64,NA,4,3,33447.299806,2.443,NA,NA,NA,NA,NA
m,omp,2,dynamic,64,NA,5,3,33447.299806,2.455,NA,NA,NA,NA,NA
m,omp,2,dynamic,64,NA,0,NA,NA,NA,2.455,NA,NA,NA,NA
m,omp,4,dynamic,64,NA,1,3,33447.299806,2.576,NA,NA,NA,NA,NA
m,omp,4,dynamic,64,NA,2,3,33447.299806,2.567,NA,NA,NA,NA,NA
m,omp,4,dynamic,64,NA,3,3,33447.299806,2.727,NA,NA,NA,NA,NA
m,omp,4,dynamic,64,NA,4,3,33447.299806,2.642,NA,NA,NA,NA,NA
m,omp,4,dynamic,64,NA,5,3,33447.299806,2.357,NA,NA,NA,NA,NA
m,omp,4,dynamic,64,NA,0,NA,NA,NA,2.576,NA,NA,NA,NA
m,omp,8,dynamic,64,NA,1,3,33447.299806,2.080,NA,NA,NA,NA,NA
m,omp,8,dynamic,64,NA,2,3,33447.299806,2.222,NA,NA,NA,NA,NA
m,omp,8,dynamic,64,NA,3,3,33447.299806,2.308,NA,NA,NA,NA,NA
m,omp,8,dynamic,64,NA,4,3,33447.299806,2.139,NA,NA,NA,NA,NA
m,omp,8,dynamic,64,NA,5,3,33447.299806,2.370,NA,NA,NA,NA,NA
m,omp,8,dynamic,64,NA,0,NA,NA,NA,2.222,NA,NA,NA,NA
